relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note_filename,digitalOrigin,extent,form,form_authority,item - public,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title,identifier_title,partName,title2,title2_type
,"Meynell, Alice, 1847-1922",,,,,"Robinson, Charles, 1870-1937",,,,,1897,,,1897,,0,CLIO_6024612,4991,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,Cover design by Charles Robinson (1870-1937),GBF206.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,,,,,,,,,,,,,,,,,Children,,Cover,,
,"Hearn, Lafcadio, 1850-1904",,,,,,,,,,1897,,,1897,,0,CLIO_5552601,4990,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,NNC-RB,marcorg,,,,GBF205.600.JPG,reformatted digital,,books,,1,Boston,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Houghton,,eng,,,,,,,,,,,,,,,,,,Gleanings in Buddha-Fields: Studies of Hand and Soul in the Far East,,Cover,,
,"Field, Eugene, 1850-1895",,,,,,,,,,1897,,,1897,,0,CLIO_360752,4989,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,NNC-RB,marcorg,,,,GBF204.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Charles Scribner's Sons,John Lane,eng,,,,,,,,,,,,,,,,,,Lullaby-Land: Songs of Childhood,,Cover,,
,"Seaman, Owen, 1861-1936",,,,,,,,,,1896,,,1896,,0,CLIO_1865353,4987,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,,GBF202.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,,,,,,,,,,,,,,,,,Battle of the Bays,,Cover,,
,"Adams, Mary M. (Mary Mathews), 1840-1902",,,,,"Hazenplug, Frank, 1874-1931",,,,,1897,,,1897,,0,CLIO_7481021,4988,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,Cover design by Frank Hazenplug (1874-1931),GBF203.600.JPG,reformatted digital,,books,,1,Chicago,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Way & Williams,,eng,,,,,,,,,,,,,,,,,,Choir Visible,,Cover,,
,"Kipling, Rudyard, 1865-1936",,,,,,,,,,1896,,,1896,,0,CLIO_2117899,4986,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,,GBF201.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Solton and Julia Engel,D. Appleton and Company,,eng,,,,,,,,,,,,,,,,,,Seven Seas,,Cover,,
,"Le Gallienne, Richard, 1866-1947",,,,,,,,,,1896,,,1896,,0,CLIO_1024641,4985,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,,GBF200.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,"John Lane, The Bodley Head",,eng,,,,,,,,,,,,,,,,,,Quest of the Golden Girl: A Romance,,Cover,,
,"Carman, Bliss, 1861-1929",,,,,"Hallowell, George Hawley, 1872-1926",,,,,1894,,,1894,,0,CLIO_5544287,4984,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,Cover design by George Hawley Hallowell (1872-1926),GBF199.600.JPG,reformatted digital,,books,,1,Cambridge,,,Chicago,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Stone and Kimball,,eng,,,,,,,,,,,,,,,,,,Low tide on Grand Pré,,Cover,,
,"Hawthorne, Nathaniel, 1804-1864",,,,,"Crane, Walter, 1845-1915",,,,,1893,,,1893,,0,CLIO_6198832,4983,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,Cover design by Walter Crane,GBF198.600.JPG,reformatted digital,,books,,1,Cambridge,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,From the Library of Hilda Ward,Printed at the Riverside Press,,eng,,,,,,,,,,,,,,,,,,Wonder Book for Girls and Boys,,Cover,,
,"Garland, Hamlin, 1860-1940",,,,,,,,,,1893,,,1893,,0,,4982,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,,GBF197.600.JPG,reformatted digital,,books,,1,Cambridge,,,Chicago,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Stone and Kimball,,eng,,,,,,,,,,,,,,,,,,Prairie Songs: Being Chants Rhymed and Unrhymed of the Level Lands of the Great West,,Cover,,
,"Quilter, Harry, 1851-1907",,,,,"Housman, Laurence, 1865-1959",,,,,1892,,,1892,,0,CLIO_1004408,4981,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,NNC-RB,marcorg,,,Cover design by Laurence Housman (1865-1959),GBF196.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Kenneth A. Lohf,Swan Sonnenschein & Co.,,eng,,,,,,,,,,,,,,,,,,"Preferences in Art, Life, and Literature",,Cover,,
,"Gilder, Richard Watson, 1844-1909",,,,,,,,,,1887,,,1887,Fourth Edition.,0,,4980,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,,GBF195.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. W. H. H. Cranmer,The Century Co.,,eng,,,,,,,,,,,,,,,,,,New Day: a Poem in Songs and Sonnets,,Cover,,
,"Victoria, Queen of Great Britain, 1819-1901",,,,,,,,,,1884,,,1884,,0,,4979,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,,GBF194.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,"Smith, Elder, & Co.",,eng,,,,,,,,,,,,,,,,,,"More Leaves from the Journal of a Life in the Highlands, from 1862 to 1882",,Cover,,
,"Stevens, Henry, 1819-1886",,,,,,,,,,1884,,,1884,,0,CLIO_7334180,4978,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,American Type Founders Company Library,GBF193.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Henry Newton Stevens,,eng,,,,,,,,,,,,,,,,,,Who Spoils Our New English Books,,Cover,,
,"Rossetti, Dante Gabriel, 1828-1882",,,,,,,,,,1881,,,1881,,0,CLIO_6047870,4977,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,Cover design by Rossetti,GBF192.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Ellis and White,,eng,,,,,,,,,,,,,,,,,,Ballads and Sonnets,,Cover,,
,"Cable, George Washington, 1844-1925",,,,,,,,,,1880,,,1880,,0,,4976,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,,GBF191.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Charles Scribner's Sons,,eng,,,,,,,,,,,,,,,,,,Grandissimes: A Story of Creole Life,,Cover,,
,"Swinburne, Algernon Charles, 1837-1909",,,,,"Rossetti, Dante Gabriel, 1828-1882",,,,,1871,,,1871,,0,,4975,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,Cover design by Dante Gabriel Rossetti (1828-1882),GBF190.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mrs. Helen Lamont,F. S. Ellis,,eng,,,,,,,,,,,,,,,,,,Songs Before Sunrise,,Cover,,
,"Webb, Philip, 1831-1915",,,,,,,,,,1870,,,1870,,0,CLIO_1172330,4974,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,"Cover design by Philip Webb (1831-1915), architect and friend of William Morris",GBF189.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Kenneth A. Lohf,F. S. Ellis,,eng,,,,,,,,,,,,,,,,,,Völsunga saga,,Cover,,
,"Hamerton, Philip Gilbert, 1834-1894",,,,,,,,,,1868,,,1868,,0,CLIO_829477,4973,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,NNC-RB,marcorg,,,,GBF188.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Margaret Kempner in memory of Alan H. Kempner,Macmillan & Co.,,eng,,,,,,,,,,,,,,,,,,Etching & Etchers,,Cover,,
,"Wallace, Lew, 1827-1905",,,,,,,,,,1900,,,1900,,0,,4972,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,Harper Library,GBF187.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Boyhood of Christ,,Cover,,
,"Parker, Gilbert, 1862-1932",,,,,,,,,,1898,,,1898,,0,,4971,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,Harper Library,GBF186.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,"Adventurer of the North: Being a Continuation of the Histories of ""Pierre and His People,"" and the Latest Existing Records of Pretty Pierre",,Cover,,
,"Johnston, William G. (William Graham), 1828-1913",,,,,,,,,,1892,,,1892,,0,CLIO_6133236,4969,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,,GBF184.600.JPG,reformatted digital,,books,,1,Pittsburgh,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,s.n.,,eng,,,,,,,,,,,,,,,,,,Experiences of a Forty-Niner,,Cover,,
,"Smith, W. E.",,,,,,,,,,1895,,,1895,,0,,4970,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,American Type Founders Company Library,GBF185.600.JPG,reformatted digital,,books,,1,Sydney,,,Newcastle,,,London,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,W. E. Smith,,eng,,,,,,,,,,,,,,,,,,Specimens of Types,,Cover,,
,"Sproat, George G. B.",,,,,,,,,,1888,,,1888,,0,,4968,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,,GBF183.600.JPG,reformatted digital,,books,,1,Castle-Douglas,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,"J. H. Maxwell, ""Advertiser"" Office",,eng,,,,,,,,,,,,,,,,,,Rose o' Dalma Linn: and Other Lays o' Gallowa',,Cover,,
,"Payson, J. W. (Jesse Wentworth)",,,,,,,,,,1873,,,1873,,0,CLIO_1858083,4967,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,NNC-RB,marcorg,,,,GBF182.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George A. Plimpton,"Woolworth, Ainsworth, and Company",,eng,,,,,,,,,,,,,,,,,,"Payson, Dunton, & Scribner Manual of Penmanship. P., D., & S. Authors: J. W. Payson, S. Dunton, W. M. Scribner, G. H. Shattuck, A. S. Manson",,Cover,,
,"Reade, Charles, 1814-1884",,,,,,,,,,1870,,,1870,,0,,4966,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,Harper Library,GBF180.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,It Is Never Too Late to Mend: A Matter-of-Fact Romance,,Cover,,
Park Benjamin Collection,"Beecher, Catharine Esther, 1800-1878",,,,,"Stowe, Harriet Beecher, 1811-1896",,,,,1869,,,1869,,0,CLIO_534081,4965,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,,GBF179.600.JPG,reformatted digital,,books,,1,New York,,,Boston,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. B. Ford and Company,H. A. Brown & Co.,eng,,,,,,,,,,,,,,,,,,"American Woman's Home: or, Principles of Domestic Science; Being a Guide to the Formation and Maintenance of Economical, Healthful, Beautiful, and Christian Homes",,Cover,,
,"Reeves, Marian Calhoun Legare",,,,,,,,,,1867,,,1867,By Fadette [pseudonym],0,CLIO_5559983,4964,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,,GBF178.600.JPG,reformatted digital,,books,,1,New Orleans,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Blelock & Co.,,eng,,,,,,,,,,,,,,,,,,Ingemisco,,Cover,,
,"Whitman, Walt, 1819-1892",,,,,,,,,,1856,,,1856,,0,CLIO_5568840,4962,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,,GBF176.600.JPG,reformatted digital,,books,,1,"Brooklyn, New York",,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,s.n.,,eng,,,,,,,,,,,,,,,,,,Leaves of Grass,,Cover,,
Park Benjamin Collection,"Lossing, Benson John, 1813-1891",,,,,,,,,,1867,,,1867,,0,CLIO_1067723,4963,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,,GBF177.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,C. A. Alvord Printer,,eng,,,,,,,,,,,,,,,,,,Vassar College and Its Founder,,Cover,,
,"Whitman, Walt, 1819-1892",,,,,,,,,,1855,,,1855,,0,CLIO_5568838,4961,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,,NNC-RB,marcorg,,,,GBF175.600.JPG,reformatted digital,,books,,1,"Brooklyn, New York",,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,[The Author],,eng,,,,,,,,,,,,,,,,,,Leaves of Grass,,Cover,,
,"Martin, E. T.",,,,,,,,,,1848,,,1848,,0,CLIO_1834581,4960,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,NNC-RB,marcorg,,,,GBF174.600.JPG,reformatted digital,,books,,1,Worcester?,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George A. Plimpton,Martin?,,eng,,,,,,,,,,,,,,,,,,"Martin's System of Practical Penmanship Taught in 24 Lessons at His Writing and Book Keeping Academy, No. 182 Main Street, Worcester, Mass.",,Cover,,
,"Astrup, Eivind, 1871-1895",,,,,"Bull, H. J. (Henric Johan), 1844-",,,,,1898,,,1898,,0,CLIO_2682239,4959,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF173.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,C. Arthur Pearson,,eng,,,,,,,,,,,,,,,,,,With Peary Near the Pole with Illustrations from Photographs and Sketches by the Author,,Cover,,
,"Hyde, Alexander, 1814-1881",,,,,,,,,,1880,,,1880,,0,CLIO_6134460,4958,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF172.600.JPG,reformatted digital,,books,,1,Hartford,,,San Francisco,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,R. W. Bliss & Company,A. L. Bancroft & Co.,eng,,,,,,,,,,,,,,,,,,"Frozen Zone and Its Explorers: A Comprehensive History of Voyages, Travels, Adventures, Disasters, and Discoveries in the Arctic Regions",,Cover,,
,"Smith, David Murray",,,,,,,,,,1877,,,1877,,0,CLIO_79799,4957,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF171.600.JPG,reformatted digital,,books,,1,Edinburgh,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Thomas C. Jack, Grange Publishing Works",,eng,,,,,,,,,,,,,,,,,,Arctic Expeditions from British and Foreign Shores: from the Earliest Times to the Expedition of 1875-76,,Cover,,
,"Verne, Jules, 1828-1905",,,,,,,,,,1881,,,1881,,0,CLIO_6138440,4956,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF170.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Sampston Low, Marston, Searle, and Rivington",,eng,Series: Celebrated Travels and Travellers Series,,,,,,,,,,,,,,,,,Great Explorers of the Nineteenth Century,,Cover,,
,"Lamont, James, 1828-1913",,,,,,,,,,1861,,,1861,,0,CLIO_6137857,4954,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF168.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Hurst and Blackett, Publishers",,eng,,,,,,,,,,,,,,,,,,"Seasons with the Sea-Horses; or, Sporting Adventures in the Northern Seas",,Cover,,
,"Whymper, Frederick",,,,,,,,,,1871,,,1871,,0,CLIO_6132976,4955,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_17_22,,NNC-RB,marcorg,,,,GBF169.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,"Travel and Adventure in the Territory of Alaska, Formerly Russian America--Now Ceded to the United States--and in Various Other Parts of the North Pacific",,Cover,,
,"Ballantyne, R. M. (Robert Michael), 1825-1894",,,,,,,,,,1860,,,1860,,0,CLIO_6133631,4953,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF167.600.JPG,reformatted digital,,books,,1,London,,,Edinburgh,,,New York,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,T. Nelson and Sons,,eng,,,,,,,,,,,,,,,,,,"World of Ice; or, Adventures in the Polar Regions",,Cover,,
,"Burton, Richard Francis, Sir, 1821-1890",,,,,,,,,,1876,,,1876,,0,CLIO_7482989,4952,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF166.600.JPG,reformatted digital,Volume One,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Stephen Whitney Phoenix,"Sampson Low, Marston, Low, and Searle",,eng,,,,,,,,,,,,,,,,,,Two Trips to Gorilla Land and the Cataracts of the Congo,,Cover,,
,"Livingstone, David, 1813-1873",,,,,,,,,,1874,,,1874,,0,CLIO_7483285,4951,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF165.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Stephen Whitney Phoenix,John Murray,,eng,,,,,,,,,,,,,,,,,,"Last Journals of David Livingstone, in Central Africa, from 1865 to His Death",,Cover,,
,"Du Chaillu, Paul B. (Paul Belloni), 1835-1903",,,,,,,,,,1869,,,1869,,0,CLIO_47818,4950,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF164.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Wild Life under the Equator. Narrated for Young People,,Cover,,
,"Carleton, George Washington, 1832-1901",,,,,,,,,,1866,,,1866,,0,CLIO_100522,4949,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF163.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Frank Tannenbaum,Carleton,S. Low Son & Co.,eng,,,,,,,,,,,,,,,,,,Our Artist in Peru,,Cover,,
,"Ballantyne, R. M. (Robert Michael), 1825-1894",,,,,,,,,,1858,,,1858,,0,CLIO_7413672,4947,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF161.600.JPG,reformatted digital,,books,,1,London,,,Edinburgh,,,New York,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,T. Nelson and Sons,,eng,,,,,,,,,,,,,,,,,,Coral Island: a Tale of the Pacific Ocean,,Cover,,
