pid,_merge_dynamic_fields,type,identifier_title,_parent_digital_objects-1.identifier,_parent_digital_objects-2.pid,Project (String Key),relatedItem_collection,Collection 1 -> Term (uri),name_primary,name_primary_type,name_primary_Relator,name_primary_Relator_authority,name_primary_Relator_authority_identifier,Name 1 -> Name Role 1 -> Term (value),name_primary_authority,name_primary_authority_identifier,name 2,name_type_2,nameRelator 2,nameRelator_authority 2,nameRelator_authority_identifier 2,Name 2 -> Name Role 1 -> Term (value),name_authority 2,name_authority_identifier 2,name 3,name_type 3,nameRelator 3,nameRelator_authority 3,nameRelator_authority_identifier 3,Name 3 -> Name Role 1 -> Term (value),name_authority 3,name_authority_identifier 3,name 4,name_type 4,nameRelator 4,nameRelator_authority 4,nameRelator_authority_identifier 4,Name 4 -> Name Role 1 -> Term (value),name_authority 4,name_authority-identifier 4,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,identifier_clio,identifier_omeka,typeOfResource,language,language_authority,language_authority_identifier,Language 1 -> Language Term (value),location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,Location -> Physical Location -> Term (value),"shelfLocator (original value, stored as free text)",shelfLocator,Column,note 1,Note 1 -> Type,note_holdings,Note 2 -> Type,note_filename 1,Note 3 -> Type,note_filename 2,Note 4 -> Type,note_ownership,Note 5 -> Type,form_originalFormat,Note 6 -> Type,relatedItem_note,Note 7 -> Type,digitalOrigin,extent,form,form_authority,form_authority_identifier,place,relatedItem_Project_nonSort,relatedItem_Project,projectURL,publisher,languageOfCataloging,Language of Cataloging -> Authority (uri),Language of Cataloging -> Term (uri),accessCondition,subject_topic 1,subject_topic_authority 1,subject_topic_authority_identifier 1,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_uri,title,title_nonSort
_pid,_merge_dynamic_fields,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_parent_digital_objects-2.pid,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_type,,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_type,,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_type,,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_type,,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,,,,publisher-1:publisher_value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,use_and_reproduction-1:use_and_reproduction_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_sort_portion,title-1:title_non_sort_portion
cul:0cfxpnvx7m,false,item,varsityshow_aac,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1994),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-04,,,April 1994,"Flyer advertising Varsity Show ""Angels at Columbia: Centennial Approaches"" (1994)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 17, folder 5",17,5,,,UA#0106,holdings,varsity_100129023,filename,,,,,fliers (printed matter),original_format,,,reformatted digital,"8.5"" x 11""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Angels at Columbia: Centennial Approaches,
ldpd:162209,false,asset,varsityshow_aac_000,varsityshow_aac,ldpd:156405,varsity_show,,,Varsity Show (Columbia University) (1994),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flyer advertising Varsity Show ""Angels at Columbia: Centennial Approaches"" (1994)",,omeka_4204,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/history/evolution,,,,,,,,,,UA#0106,holdings,varsity_100129023,filename,,,,,fliers (printed matter),original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Angels at Columbia: Centennial Approaches,
cul:kd51c5b058,false,item,varsityshow_aca,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1994),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-04,,,April 1994,"Program cover for Varsity Show ""Angels at Columbia: Centennial Approaches"" (1994)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 17, folder 5",17,5,,,UA#0106,holdings,varsity_100129022,filename,,,,,theater programs,original_format,,,reformatted digital,"8.5"" x 11""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Angels at Columbia: Centennial Approaches,
ldpd:162207,false,asset,varsityshow_aca_001,varsityshow_aca,ldpd:156405,varsity_show,,,Varsity Show (Columbia University) (1994),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program cover for Varsity Show ""Angels at Columbia: Centennial Approaches"" (1994)",,omeka_4203,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/artwork/program,,,,,,,,,,UA#0106,holdings,varsity_100129022,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Cover,
cul:rv15dv41xf,false,item,varsityshow_csb,,,varsity_show,Columbiana Manuscripts,http://id.library.columbia.edu/term/90713a6a-4c66-4b98-805f-00d1eb7e0867,"Ford, Corey, 1902-1969",personal,aut,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n50024813,"Webb, Roy, 1888-1982",personal,cmp,marcrelator,http://id.loc.gov/vocabulary/relators/cmp,Composer,naf,http://id.loc.gov/authorities/names/n87911954,"Watkins, Morris W.",personal,cmp,marcrelator,http://id.loc.gov/vocabulary/relators/cmp,Composer,,,Alumni Federation of Columbia University,corporate,,,,,naf,http://id.loc.gov/authorities/names/n87895442,1923,,,1923,"Music and Lyrics for ""Roar Lion Roar""",6319403,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives",CP3 Al8211,,,"Corey Ford, Class of 1923, Roy Webb, Class of 1910, Morris W. Watkins, Class of 1924",,,,Order#100149001.jpg,filename,Order#100149002.jpg,filename,,,songbooks,original_format,,,reformatted digital,"7.5"" x 11""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,New York (N.Y.),The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,Alumni Federation of Columbia University,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,Students' songs,fast,http://id.worldcat.org/fast/1136161,,,,,,,Columbia Songs,
ldpd:162165,false,asset,varsityshow_csb_056,varsityshow_csb,ldpd:156405,varsity_show,,,"Ford, Corey, 1902-1969",personal,aut,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n50024813,"Webb, Roy, 1888-1982",personal,cmp,marcrelator,http://id.loc.gov/vocabulary/relators/cmp,Composer,naf,http://id.loc.gov/authorities/names/n87911954,"Watkins, Morris W.",personal,cmp,marcrelator,http://id.loc.gov/vocabulary/relators/cmp,Composer,,,Alumni Federation of Columbia University,corporate,,,,,naf,http://id.loc.gov/authorities/names/n87895442,,,,,"Music and Lyrics for ""Roar Lion Roar""",,omeka_4182,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/song/roar,,,,,,,,"Corey Ford, Class of 1923, Roy Webb, Class of 1910, Morris W. Watkins, Class of 1924",,,,Order#100149001.jpg,filename,Order#100149002.jpg,filename,,,songbooks,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,Students' songs,fast,http://id.worldcat.org/fast/1136161,,,,,,,Pages 56-59,
cul:3r2280gbdj,false,item,varsityshow_cug,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1982),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,,,1982,"Program cover for Varsity Show ""Columbia University Graffiti"" (1982)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 16, folder 19",16,19,,,UA#0106,holdings,varsity_100129020,filename,,,,,theater programs,original_format,,,reformatted digital,"8.5"" x 5.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Columbia University Graffiti,
ldpd:162203,false,asset,varsityshow_cug_001,varsityshow_cug,ldpd:156405,varsity_show,,,Varsity Show (Columbia University) (1982),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program cover for Varsity Show ""Columbia University Graffiti"" (1982)",,omeka_4201,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/history/evolution,,,,,,,,,,UA#0106,holdings,varsity_100129020,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Cover,
cul:w3r2280gm6,false,item,varsityshow_fen,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1939),conference,,,,,,,,,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,1939,,,1939,"Program cover for Varsity Show ""Fair Enough"" (1939)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 11, folder 11",11,11,,,UA#0106,holdings,varsity_100129014,filename,,,,,theater programs,original_format,"The Columbia Jester, 1939",,reformatted digital,"9"" x 11.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Fair Enough,
